,GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Name,Description,Biotype,Chr,Start,End,Strand
437,ENSMUSG00000024538,316.8983415,-1.145,0.185678963,-6.166881909,6.965E-10,2.29E-08,Ppic,peptidylprolyl isomerase C [Source:MGI Symbol;Acc:MGI:97751],protein_coding,18,53406332,53418115,-1
438,ENSMUSG00000007815,607.4005457,-0.860,0.139797379,-6.150347742,7.731E-10,2.54E-08,Rhoa,ras homolog family member A [Source:MGI Symbol;Acc:MGI:1096342],protein_coding,9,108306129,108337934,1
439,ENSMUSG00000001833,2474.749805,-0.632,0.103046643,-6.137913686,8.361E-10,2.74E-08,Septin7,septin 7 [Source:MGI Symbol;Acc:MGI:1335094],protein_coding,9,25252439,25308571,1
440,ENSMUSG00000009545,45.84316632,6.678,1.088330958,6.135964088,8.464E-10,2.77E-08,Kcnq1,"potassium voltage-gated channel, subfamily Q, member 1 [Source:MGI Symbol;Acc:MGI:108083]",protein_coding,7,143106362,143427042,1
441,ENSMUSG00000024659,1817.495925,-0.682,0.111445902,-6.121292494,9.282E-10,3.03E-08,Anxa1,annexin A1 [Source:MGI Symbol;Acc:MGI:96819],protein_coding,19,20373428,20390944,-1
442,ENSMUSG00000096544,345.8974438,1.144,0.187118188,6.112072842,9.835E-10,3.20E-08,Gm4617,predicted pseudogene 4617 [Source:MGI Symbol;Acc:MGI:3704225],processed_pseudogene,3,124385667,124385997,1
443,ENSMUSG00000032531,453.0530679,-1.037,0.169968506,-6.100919299,1.055E-09,3.42E-08,Amotl2,angiomotin-like 2 [Source:MGI Symbol;Acc:MGI:1929286],protein_coding,9,102716672,102733418,1
444,ENSMUSG00000032458,2163.174604,-0.613,0.10064697,-6.093699604,1.103E-09,3.57E-08,Copb2,"coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]",protein_coding,9,98563721,98588382,1
445,ENSMUSG00000030894,754.9406775,0.911,0.149503158,6.093120505,1.107E-09,3.58E-08,Tpp1,tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194],protein_coding,7,105744811,105752235,-1
446,ENSMUSG00000095098,657.8152819,0.957,0.15710018,6.088724507,1.138E-09,3.67E-08,Ccdc85b,coiled-coil domain containing 85B [Source:MGI Symbol;Acc:MGI:2147607],protein_coding,19,5453180,5457894,-1
447,ENSMUSG00000049336,65.39780254,-2.458,0.403722297,-6.088281252,1.141E-09,3.67E-08,Tenm2,teneurin transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1345184],protein_coding,11,36006656,37235964,-1
448,ENSMUSG00000036617,95.6556882,1.885,0.310054972,6.078175107,1.216E-09,3.90E-08,Etl4,enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454],protein_coding,2,19909780,20810713,1
449,ENSMUSG00000080923,62.23503247,2.666,0.438989611,6.073211401,1.254E-09,4.01E-08,Gm5400,predicted gene 5400 [Source:MGI Symbol;Acc:MGI:3645346],processed_pseudogene,X,94311894,94312836,1
450,ENSMUSG00000032796,53.03380649,2.705,0.446274319,6.06040148,1.358E-09,4.34E-08,Lama1,"laminin, alpha 1 [Source:MGI Symbol;Acc:MGI:99892]",protein_coding,17,67697259,67822647,1
451,ENSMUSG00000026821,219.4385841,1.267,0.209837355,6.039582401,1.545E-09,4.93E-08,Ralgds,ral guanine nucleotide dissociation stimulator [Source:MGI Symbol;Acc:MGI:107485],protein_coding,2,28513125,28553081,1
452,ENSMUSG00000026773,162.934055,1.468,0.243411963,6.031193705,1.628E-09,5.18E-08,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:MGI Symbol;Acc:MGI:2181202]",protein_coding,2,11471433,11554077,-1
453,ENSMUSG00000028341,34.05889743,3.812,0.632272455,6.029050726,1.649E-09,5.23E-08,Nr4a3,"nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]",protein_coding,4,48045153,48086447,1
454,ENSMUSG00000006273,578.0517601,0.902,0.149757003,6.025481075,1.686E-09,5.34E-08,Atp6v1b2,"ATPase, H+ transporting, lysosomal V1 subunit B2 [Source:MGI Symbol;Acc:MGI:109618]",protein_coding,8,69088646,69113711,1
455,ENSMUSG00000040785,707.0546089,-0.836,0.138934251,-6.018547468,1.760E-09,5.56E-08,Ttc3,tetratricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1276539],protein_coding,16,94370618,94469343,1
456,ENSMUSG00000021130,105.0229456,-4.667,0.77589387,-6.014835081,1.801E-09,5.68E-08,Galnt16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:MGI Symbol;Acc:MGI:1917754],protein_coding,12,80518277,80630972,1
457,ENSMUSG00000035828,57.64769666,2.457,0.40875891,6.009938898,1.856E-09,5.84E-08,Pim3,proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297],protein_coding,15,88862186,88865726,1
458,ENSMUSG00000044786,170.9070034,1.425,0.237661294,5.99674979,2.013E-09,6.32E-08,Zfp36,zinc finger protein 36 [Source:MGI Symbol;Acc:MGI:99180],protein_coding,7,28376784,28380253,-1
459,ENSMUSG00000035311,333.2310397,1.051,0.175389608,5.992897498,2.061E-09,6.46E-08,Gnptab,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:MGI Symbol;Acc:MGI:3643902]",protein_coding,10,88379132,88447329,1
460,ENSMUSG00000032776,50.89585905,2.684,0.447932464,5.991189911,2.083E-09,6.51E-08,Mctp2,"multiple C2 domains, transmembrane 2 [Source:MGI Symbol;Acc:MGI:2685335]",protein_coding,7,72077830,72306608,-1
461,ENSMUSG00000027878,1065.328269,-0.715,0.119555183,-5.97902328,2.245E-09,7.00E-08,Notch2,notch 2 [Source:MGI Symbol;Acc:MGI:97364],protein_coding,3,98013527,98150361,1
462,ENSMUSG00000034266,77.4013519,8.431,1.411128229,5.974706925,2.305E-09,7.17E-08,Batf,"basic leucine zipper transcription factor, ATF-like [Source:MGI Symbol;Acc:MGI:1859147]",protein_coding,12,85686669,85709087,1
463,ENSMUSG00000021614,738.8156437,-1.791,0.300029765,-5.967753039,2.405E-09,7.47E-08,Vcan,versican [Source:MGI Symbol;Acc:MGI:102889],protein_coding,13,89655312,89742509,-1
464,ENSMUSG00000046207,40.31048679,8.932,1.500325245,5.953194139,2.630E-09,8.15E-08,Pik3r6,phosphoinositide-3-kinase regulatory subunit 5 [Source:MGI Symbol;Acc:MGI:2144613],protein_coding,11,68503019,68552698,1
465,ENSMUSG00000029359,40.28018124,8.926,1.499742177,5.951850618,2.651E-09,8.20E-08,Tesc,tescalcin [Source:MGI Symbol;Acc:MGI:1930803],protein_coding,5,118027743,118061878,1
466,ENSMUSG00000022912,99.41719233,1.794,0.302496648,5.931669538,2.999E-09,9.25E-08,Pros1,protein S (alpha) [Source:MGI Symbol;Acc:MGI:1095733],protein_coding,16,62854307,62929346,1
467,ENSMUSG00000050315,99.80355191,-2.063,0.348004406,-5.928737066,3.053E-09,9.40E-08,Synpo2,synaptopodin 2 [Source:MGI Symbol;Acc:MGI:2153070],protein_coding,3,123076519,123236149,-1
468,ENSMUSG00000035864,48.14175359,-2.909,0.490977134,-5.924143867,3.139E-09,9.64E-08,Syt1,synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667],protein_coding,10,108497650,109010982,-1
469,ENSMUSG00000026875,32.07224131,4.502,0.760473724,5.920227811,3.215E-09,9.86E-08,Traf1,TNF receptor-associated factor 1 [Source:MGI Symbol;Acc:MGI:101836],protein_coding,2,34941750,34961772,-1
470,ENSMUSG00000034282,116.3457755,7.325,1.237437771,5.919716544,3.225E-09,9.86E-08,Evpl,envoplakin [Source:MGI Symbol;Acc:MGI:107507],protein_coding,11,116220559,116238077,-1
471,ENSMUSG00000052384,30.79144226,5.074,0.859969611,5.89998782,3.635E-09,1.11E-07,Nrros,negative regulator of reactive oxygen species [Source:MGI Symbol;Acc:MGI:2445095],protein_coding,16,32142785,32165594,-1
472,ENSMUSG00000036256,3215.387607,-0.632,0.10715385,-5.89757432,3.689E-09,1.12E-07,Igfbp7,insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480],protein_coding,5,77349240,77408041,-1
473,ENSMUSG00000030022,63.63071399,-2.364,0.401142508,-5.891972795,3.816E-09,1.16E-07,Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9 [Source:MGI Symbol;Acc:MGI:1916320]",protein_coding,6,92772699,92943492,-1
474,ENSMUSG00000023022,273.9705388,-1.147,0.194795179,-5.887991621,3.909E-09,1.19E-07,Lima1,LIM domain and actin binding 1 [Source:MGI Symbol;Acc:MGI:1920992],protein_coding,15,99778470,99875456,-1
475,ENSMUSG00000022439,38.07304803,8.845,1.502792025,5.885668371,3.964E-09,1.20E-07,Parvg,"parvin, gamma [Source:MGI Symbol;Acc:MGI:2158329]",protein_coding,15,84324026,84342978,1
476,ENSMUSG00000052155,152.3492803,-1.526,0.25950712,-5.880244956,4.097E-09,1.24E-07,Acvr2a,activin receptor IIA [Source:MGI Symbol;Acc:MGI:102806],protein_coding,2,48814109,48903269,1
477,ENSMUSG00000021835,202.1588723,-1.299,0.220933617,-5.880051682,4.101E-09,1.24E-07,Bmp4,bone morphogenetic protein 4 [Source:MGI Symbol;Acc:MGI:88180],protein_coding,14,46383520,46390669,-1
478,ENSMUSG00000030047,39.27320985,6.452,1.09867866,5.872533328,4.292E-09,1.29E-07,Arhgap25,Rho GTPase activating protein 25 [Source:MGI Symbol;Acc:MGI:2443687],protein_coding,6,87458545,87533259,-1
479,ENSMUSG00000049775,6604.640477,0.536,0.091346353,5.871527981,4.318E-09,1.30E-07,Tmsb4x,"thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]",protein_coding,X,167207093,167209315,-1
480,ENSMUSG00000031538,76.39655105,2.163,0.368505774,5.869551407,4.370E-09,1.31E-07,Plat,"plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]",protein_coding,8,22757727,22782844,1
481,ENSMUSG00000074766,41.32643322,3.262,0.5561032,5.865215518,4.485E-09,1.34E-07,Ism1,"isthmin 1, angiogenesis inhibitor [Source:MGI Symbol;Acc:MGI:2442963]",protein_coding,2,139678178,139758581,1
482,ENSMUSG00000028426,956.0009783,-0.752,0.129065378,-5.830001156,5.543E-09,1.65E-07,Rad23b,"RAD23 homolog B, nucleotide excision repair protein [Source:MGI Symbol;Acc:MGI:105128]",protein_coding,4,55350043,55392237,1
483,ENSMUSG00000027649,296.7821596,1.065,0.182805933,5.825073188,5.709E-09,1.70E-07,Ctnnbl1,"catenin, beta like 1 [Source:MGI Symbol;Acc:MGI:1913892]",protein_coding,2,157737401,157891614,1
484,ENSMUSG00000115247,29.90885167,5.055,0.868201277,5.82290465,5.783E-09,1.72E-07,Gm6201,predicted gene 6201 [Source:MGI Symbol;Acc:MGI:3779571],processed_pseudogene,14,105199326,105201099,-1
485,ENSMUSG00000002983,72.33337381,2.102,0.361008333,5.822796011,5.787E-09,1.72E-07,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B [Source:MGI Symbol;Acc:MGI:103289],protein_coding,7,19606217,19629438,-1
486,ENSMUSG00000022636,627.244559,-0.843,0.144838808,-5.820686507,5.861E-09,1.73E-07,Alcam,activated leukocyte cell adhesion molecule [Source:MGI Symbol;Acc:MGI:1313266],protein_coding,16,52248996,52454074,-1
487,ENSMUSG00000021596,30.25111039,4.701,0.808670521,5.813327454,6.124E-09,1.81E-07,Mctp1,"multiple C2 domains, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1926021]",protein_coding,13,76384535,77031810,1
488,ENSMUSG00000034116,36.17457393,8.769,1.508810415,5.812114166,6.169E-09,1.82E-07,Vav1,vav 1 oncogene [Source:MGI Symbol;Acc:MGI:98923],protein_coding,17,57279100,57328031,1
489,ENSMUSG00000039126,78.19314428,-2.091,0.359964416,-5.809225889,6.276E-09,1.84E-07,Prune2,prune homolog 2 [Source:MGI Symbol;Acc:MGI:1925004],protein_coding,19,16956118,17223932,1
490,ENSMUSG00000066113,59.82404451,-2.412,0.415175757,-5.808926002,6.287E-09,1.84E-07,Adamtsl1,ADAMTS-like 1 [Source:MGI Symbol;Acc:MGI:1924989],protein_coding,4,85514172,86428385,1
491,ENSMUSG00000024642,542.1927014,-0.872,0.150216943,-5.805550486,6.415E-09,1.88E-07,Tle4,transducin-like enhancer of split 4 [Source:MGI Symbol;Acc:MGI:104633],protein_coding,19,14448150,14598051,-1
492,ENSMUSG00000007817,581.67792,0.850,0.146446103,5.80173425,6.563E-09,1.92E-07,Zmiz1,"zinc finger, MIZ-type containing 1 [Source:MGI Symbol;Acc:MGI:3040693]",protein_coding,14,25459185,25666743,1
493,ENSMUSG00000016664,262.89675,1.105,0.190638425,5.798302027,6.699E-09,1.95E-07,Pacsin2,protein kinase C and casein kinase substrate in neurons 2 [Source:MGI Symbol;Acc:MGI:1345153],protein_coding,15,83375607,83464606,-1
494,ENSMUSG00000014599,346.8624653,1.016,0.175318163,5.795740878,6.802E-09,1.98E-07,Csf1,colony stimulating factor 1 (macrophage) [Source:MGI Symbol;Acc:MGI:1339753],protein_coding,3,107741048,107760469,-1
495,ENSMUSG00000071414,71.38328105,2.125,0.366727582,5.794104668,6.869E-09,1.99E-07,Gm6736,predicted gene 6736 [Source:MGI Symbol;Acc:MGI:3643048],processed_pseudogene,12,13455023,13455970,-1
496,ENSMUSG00000026991,386.6632356,-1.163,0.200909731,-5.789100231,7.076E-09,2.05E-07,Pkp4,plakophilin 4 [Source:MGI Symbol;Acc:MGI:109281],protein_coding,2,59160850,59355208,1
497,ENSMUSG00000038264,247.310054,-1.138,0.196607888,-5.788149903,7.117E-09,2.06E-07,Sema7a,"sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [Source:MGI Symbol;Acc:MGI:1306826]",protein_coding,9,57940112,57962865,1
498,ENSMUSG00000027111,111.2837845,1.896,0.327753076,5.785021347,7.250E-09,2.09E-07,Itga6,integrin alpha 6 [Source:MGI Symbol;Acc:MGI:96605],protein_coding,2,71745616,71858416,1
499,ENSMUSG00000010476,93.70989149,-1.825,0.315892807,-5.776870448,7.610E-09,2.19E-07,Ebf3,early B cell factor 3 [Source:MGI Symbol;Acc:MGI:894289],protein_coding,7,137193673,137314445,-1
500,ENSMUSG00000028011,34.74121056,8.718,1.510464743,5.771860764,7.840E-09,2.25E-07,Tdo2,"tryptophan 2,3-dioxygenase [Source:MGI Symbol;Acc:MGI:1928486]",protein_coding,3,81957090,81976202,-1
501,ENSMUSG00000031591,549.1417828,0.843,0.146047551,5.770790286,7.890E-09,2.26E-07,Asah1,N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124],protein_coding,8,41340197,41374773,-1
502,ENSMUSG00000020376,472.6595321,0.882,0.152918914,5.766395784,8.098E-09,2.32E-07,Rnf130,ring finger protein 130 [Source:MGI Symbol;Acc:MGI:1891717],protein_coding,11,50025346,50125719,1
503,ENSMUSG00000003849,654.8926567,-0.789,0.136827565,-5.766076008,8.114E-09,2.32E-07,Nqo1,"NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]",protein_coding,8,107388225,107403206,-1
504,ENSMUSG00000038312,301.6934401,1.046,0.18167605,5.759303427,8.446E-09,2.41E-07,Edem2,"ER degradation enhancer, mannosidase alpha-like 2 [Source:MGI Symbol;Acc:MGI:1915540]",protein_coding,2,155701677,155729475,-1
505,ENSMUSG00000020902,193.0021245,1.441,0.250360212,5.753757165,8.728E-09,2.48E-07,Ntn1,netrin 1 [Source:MGI Symbol;Acc:MGI:105088],protein_coding,11,68209364,68400823,-1
506,ENSMUSG00000045374,303.7873603,1.059,0.18426897,5.749707802,8.940E-09,2.54E-07,Wdr81,WD repeat domain 81 [Source:MGI Symbol;Acc:MGI:2681828],protein_coding,11,75440944,75454717,-1
507,ENSMUSG00000083563,1811.836755,1.408,0.245138875,5.745507611,9.165E-09,2.60E-07,Gm13340,predicted gene 13340 [Source:MGI Symbol;Acc:MGI:3650227],unprocessed_pseudogene,2,22588103,22589647,-1
508,ENSMUSG00000018654,30.16156105,5.456,0.951158763,5.735643468,9.714E-09,2.75E-07,Ikzf1,IKAROS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:1342540],protein_coding,11,11685003,11772926,1
509,ENSMUSG00000103152,316.4349981,1.167,0.203521731,5.733774633,9.822E-09,2.77E-07,Gm8790,predicted gene 8790 [Source:MGI Symbol;Acc:MGI:3646655],processed_pseudogene,1,138689524,138689845,-1
510,ENSMUSG00000056004,188.1079831,1.291,0.225230229,5.73136157,9.963E-09,2.81E-07,9330182L06Rik,RIKEN cDNA 9330182L06 gene [Source:MGI Symbol;Acc:MGI:2443264],protein_coding,5,9266118,9481825,1
511,ENSMUSG00000036620,1042.106851,0.706,0.123210995,5.726287787,1.027E-08,2.89E-07,Mgat4b,"mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]",protein_coding,11,50210890,50235103,1
512,ENSMUSG00000024256,249.8938266,6.377,1.113898652,5.725201348,1.033E-08,2.90E-07,Adcyap1,adenylate cyclase activating polypeptide 1 [Source:MGI Symbol;Acc:MGI:105094],protein_coding,17,93199017,93206537,1
513,ENSMUSG00000028645,923.092662,-0.876,0.153151417,-5.720439127,1.062E-08,2.98E-07,Slc2a1,"solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]",protein_coding,4,119108711,119137983,1
514,ENSMUSG00000036636,375.7502219,0.942,0.164855253,5.716254051,1.089E-08,3.05E-07,Clcn7,"chloride channel, voltage-sensitive 7 [Source:MGI Symbol;Acc:MGI:1347048]",protein_coding,17,25133391,25162104,1
515,ENSMUSG00000089762,221.2969528,1.218,0.213159035,5.715357679,1.095E-08,3.06E-07,Ier5l,immediate early response 5-like [Source:MGI Symbol;Acc:MGI:1919750],protein_coding,2,30471537,30474219,-1
516,ENSMUSG00000042677,55.48289252,2.434,0.425973,5.713798103,1.105E-08,3.08E-07,Zc3h12a,zinc finger CCCH type containing 12A [Source:MGI Symbol;Acc:MGI:2385891],protein_coding,4,125118423,125127840,-1
517,ENSMUSG00000063856,1023.15823,0.778,0.136291024,5.708430634,1.140E-08,3.17E-07,Gpx1,glutathione peroxidase 1 [Source:MGI Symbol;Acc:MGI:104887],protein_coding,9,108338903,108340343,1
518,ENSMUSG00000030298,656.6622277,-0.778,0.136544794,-5.6959204,1.227E-08,3.41E-07,Sec13,"SEC13 homolog, nuclear pore and COPII coat complex component [Source:MGI Symbol;Acc:MGI:99832]",protein_coding,6,113728062,113740743,-1
519,ENSMUSG00000023353,406.3139187,0.908,0.159522489,5.691567626,1.259E-08,3.49E-07,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:MGI Symbol;Acc:MGI:2183446]",protein_coding,5,24452177,24502047,1
520,ENSMUSG00000021613,32.06738245,-4.226,0.743660906,-5.683039866,1.323E-08,3.66E-07,Hapln1,hyaluronan and proteoglycan link protein 1 [Source:MGI Symbol;Acc:MGI:1337006],protein_coding,13,89539796,89611652,1
521,ENSMUSG00000020573,31.88645354,8.594,1.514555914,5.674139345,1.394E-08,3.85E-07,Pik3cg,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:1353576]",protein_coding,12,32173473,32208659,-1
522,ENSMUSG00000037736,239.4120153,-1.247,0.22060171,-5.653305844,1.574E-08,4.33E-07,Limch1,LIM and calponin homology domains 1 [Source:MGI Symbol;Acc:MGI:1924819],protein_coding,5,66745827,67057158,1
523,ENSMUSG00000112926,518.8679081,-0.865,0.15300663,-5.653284924,1.574E-08,4.33E-07,Gm7172,predicted gene 7172 [Source:MGI Symbol;Acc:MGI:3643000],processed_pseudogene,12,51133551,51134702,-1
524,ENSMUSG00000020160,372.3418932,-0.940,0.166238801,-5.651618268,1.589E-08,4.36E-07,Meis1,Meis homeobox 1 [Source:MGI Symbol;Acc:MGI:104717],protein_coding,11,18879817,19018985,-1
525,ENSMUSG00000034295,199.1282151,-1.224,0.216864603,-5.643067703,1.670E-08,4.57E-07,Fhod3,formin homology 2 domain containing 3 [Source:MGI Symbol;Acc:MGI:1925847],protein_coding,18,24708623,25133501,1
526,ENSMUSG00000001525,8940.491479,-0.569,0.100785411,-5.642838805,1.673E-08,4.57E-07,Tubb5,"tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]",protein_coding,17,35833921,35838306,-1
527,ENSMUSG00000057722,56.09588685,2.310,0.409711566,5.637407441,1.726E-08,4.71E-07,Lepr,leptin receptor [Source:MGI Symbol;Acc:MGI:104993],protein_coding,4,101717404,101815352,1
528,ENSMUSG00000024304,247.7434786,-1.132,0.201011211,-5.630716913,1.795E-08,4.89E-07,Cdh2,cadherin 2 [Source:MGI Symbol;Acc:MGI:88355],protein_coding,18,16588877,16809246,-1
529,ENSMUSG00000026828,195.4951538,-1.283,0.228066714,-5.624847695,1.857E-08,5.05E-07,Galnt5,polypeptide N-acetylgalactosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2179403],protein_coding,2,57997884,58045860,1
530,ENSMUSG00000057315,114.555843,1.565,0.278210301,5.624178493,1.864E-08,5.06E-07,Arhgap24,Rho GTPase activating protein 24 [Source:MGI Symbol;Acc:MGI:1922647],protein_coding,5,102481391,102897937,1
531,ENSMUSG00000025324,164.881978,-1.429,0.254629851,-5.610339315,2.019E-08,5.47E-07,Atp10a,"ATPase, class V, type 10A [Source:MGI Symbol;Acc:MGI:1330809]",protein_coding,7,58656166,58829420,1
532,ENSMUSG00000033436,258.2449329,-1.126,0.200909104,-5.606669147,2.063E-08,5.57E-07,Armcx2,"armadillo repeat containing, X-linked 2 [Source:MGI Symbol;Acc:MGI:1914666]",protein_coding,X,134804145,134809221,-1
533,ENSMUSG00000026737,206.874946,1.187,0.211716233,5.604885126,2.084E-08,5.62E-07,Pip4k2a,"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:MGI Symbol;Acc:MGI:1298206]",protein_coding,2,18842255,18998126,-1
534,ENSMUSG00000034687,308.5072585,1.176,0.209960591,5.602724131,2.110E-08,5.68E-07,Fras1,Fraser extracellular matrix complex subunit 1 [Source:MGI Symbol;Acc:MGI:2385368],protein_coding,5,96373955,96784728,1
535,ENSMUSG00000074364,1237.590358,-0.655,0.116966643,-5.602548683,2.112E-08,5.68E-07,Ehd2,EH-domain containing 2 [Source:MGI Symbol;Acc:MGI:2154274],protein_coding,7,15946958,15967567,-1
536,ENSMUSG00000034041,28.32973342,5.387,0.962072479,5.599447402,2.150E-08,5.77E-07,Lyl1,lymphoblastomic leukemia 1 [Source:MGI Symbol;Acc:MGI:96891],protein_coding,8,84701449,84704940,1
537,ENSMUSG00000053441,44.68398956,-2.822,0.505877856,-5.578033383,2.433E-08,6.51E-07,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19 [Source:MGI Symbol;Acc:MGI:2442875]",protein_coding,18,58836667,59054060,1
538,ENSMUSG00000082905,26.80392459,4.892,0.879042018,5.565556244,2.613E-08,6.98E-07,Gm7823,predicted gene 7823 [Source:MGI Symbol;Acc:MGI:3645997],processed_pseudogene,X,133093940,133095562,-1
539,ENSMUSG00000034330,41.27876971,2.894,0.520352647,5.561916163,2.668E-08,7.12E-07,Plcg2,"phospholipase C, gamma 2 [Source:MGI Symbol;Acc:MGI:97616]",protein_coding,8,117498291,117635142,1
